,source,text,positive_words,negative_words,negative_adverbs,punctuation_sum,punctuation_exclamation,negation,positive_rating,class
1043,amazon,I only hear garbage for audio.,0,1,0,1,0,0,0,0

1044,amazon,Excellent bluetooth headset.,1,0,0,1,0,0,0,1

1045,amazon,It has all the features I want,0,0,0,0,0,0,0,1

1046,amazon,Who in their right mind is gonna buy this battery?.,1,0,0,2,0,0,0,0

1047,amazon,AFTER ARGUING WITH VERIZON REGARDING THE DROPPED CALLS WE RETURNED THE PHONES AFTER TWO DAYS.,0,0,0,1,0,0,0,0

1048,amazon,This case seems well made.,1,0,0,1,0,0,0,1

1049,amazon,Disappointed with battery.,0,1,0,1,0,0,0,0

1050,amazon,Not loud enough and doesn"t turn on like it should.,2,1,0,1,0,2,0,0

1051,amazon,good protection and does not make phone too bulky.,2,1,0,1,0,1,0,1

1052,amazon,A usable keyboard actually turns a PDA into a real-world useful machine instead of just a neat gadget.,3,0,0,1,0,0,0,1

1053,amazon,This phone is pretty sturdy and I"ve never had any large problems with it.,2,1,0,1,0,1,0,1

1054,amazon,I love this thing!,1,0,0,1,1,0,0,1

1055,amazon,Everything about it is fine and reasonable for the price i.e.,2,0,0,2,0,0,0,1

1056,amazon,VERY DISAPPOINTED.,0,1,0,1,0,0,0,0

1057,amazon,I even dropped this phone into a stream and it was submerged for 15 seconds and it still works great!,2,0,0,1,1,0,0,1

1058,amazon,I have been very happy with the 510 and have had NO complaints from any one regarding my sound quality on their end.,1,1,0,1,0,1,0,1

1059,amazon,The buttons for on and off are bad.,0,1,0,1,0,0,0,0

1060,amazon,Essentially you can forget Microsoft"s tech support.,1,0,0,1,0,0,0,0

1061,amazon,'I really recommend this faceplates since it looks very nice, elegant and cool.',4,0,0,2,0,0,0,1

1062,amazon,These headphones were a great find - and I think they are perhaps the best purchase I"ve made in the last several years - seriously.,2,0,0,1,0,0,0,1

1063,amazon,Buy a different phone - but not this.,0,0,0,1,0,1,0,0

1064,amazon,You have to hold the phone at a particular angle for the other party to hear you clearly.,1,0,0,1,0,0,0,0

1065,amazon,The one big drawback of the MP3 player is that the buttons on the phone"s front cover that let you pause and skip songs lock out after a few seconds.,0,1,0,1,0,0,0,0

1066,amazon,'A week later after I activated it, it suddenly died.',0,1,0,2,0,0,0,0

1067,amazon,It feels more comfortable than most headsets because I wear glasses and that gets in the way sometimes.,1,0,0,1,0,0,0,1

1068,amazon,Great for iPODs too.,1,0,0,1,0,0,0,1

1069,amazon,This device is great in several situations:1.),1,0,0,1,0,0,0,1

1070,amazon,Mic Doesn"t work.,1,0,0,1,0,1,0,0

1071,amazon,'Even in my BMW 3 series which is fairly quiet, I have trouble hearing what the other person is saying.',2,1,0,2,0,0,0,0

1072,amazon,Great choice!,1,0,0,1,1,0,0,1

1073,amazon,Nice docking station for home or work.,2,0,0,1,0,0,0,1

1074,amazon,This is a beautiful phone.,1,0,0,1,0,0,0,1

1075,amazon,Love this product.,1,0,0,1,0,0,0,1

1076,amazon,Do Not Buy for D807...wrongly advertised for D807.,0,0,0,4,0,1,0,0

1077,amazon,This is a great little item.,1,0,1,1,0,0,0,1

1078,amazon,'I love this phone , It is very handy and has a lot of features .',2,0,0,2,0,0,0,1

1079,amazon,I purchased this and within 2 days it was no longer working!!!!!!!!!,0,0,0,9,9,1,0,0

1080,amazon,I wear it everyday and it holds up very well.,1,0,0,1,0,0,0,1

1081,amazon,Not a good bargain.,2,0,0,1,0,1,0,0

1082,amazon,'Well packaged, arrived on time, and works as intended.',2,0,0,3,0,0,0,1

1083,amazon,The battery runs down quickly.,0,0,0,1,0,0,0,0

1084,amazon,'This item worked great, but it broke after 6 months of use.',2,1,0,2,0,0,0,0

1085,amazon,The headsets are easy to use and everyone loves them.,2,0,0,1,0,0,0,1

1086,amazon,This phone works great.,2,0,0,1,0,0,0,1

1087,amazon,The construction of the headsets is poor.,0,1,0,1,0,0,0,0

1088,amazon,Product was excellent and works better than the verizon one and Boy was it cheaper!,4,0,0,1,1,0,0,1

1089,amazon,The phone loads super!,1,0,0,1,1,0,0,1

1090,amazon,'For a product that costs as much as this one does, I expect it to work far better and with greater ease than this thing does.',3,0,0,2,0,0,0,0

1091,amazon,Made very sturdy.,1,0,0,1,0,0,0,1

1092,amazon,Worked great!.,2,0,0,2,1,0,0,1

1093,amazon,The ear buds only play music in one ear.,0,0,0,1,0,0,0,0

1094,amazon,Dont waste your money...,0,1,0,3,0,0,0,0

1095,amazon,Will order from them again!,0,0,0,1,1,0,0,1

1096,amazon,If you plan to use this in a car forget about it.,0,0,0,1,0,0,0,0

1097,amazon,I found this product to be waaay too big.,0,0,0,1,0,0,0,0

1098,amazon,Best I"ve found so far .... I"ve tried 2 other bluetooths and this one has the best quality (for both me and the listener) as well as ease of using.,4,0,0,5,0,0,0,1

1099,amazon,I"m very disappointed with my decision.,0,1,0,1,0,0,0,0

1100,amazon,Integrated seamlessly with the Motorola RAZR phone.,1,0,0,1,0,0,0,1

1101,amazon,'Buyer Beware, you could flush money right down the toilet.',1,1,0,2,0,0,0,0

1102,amazon,Definitely a bargain.,1,0,0,1,0,0,0,1

1103,amazon,The price was very good and with the free shipping and all it was a good purchase.,3,0,0,1,0,0,0,1

1104,amazon,I received my supposedly new motorola 375 and apparently there was not a match between the phone and the charger.,0,0,0,1,0,1,0,0

1105,amazon,'Pros:-Good camera - very nice pictures , also has cool styles like black and white, and more.',3,0,0,3,0,0,0,1

1106,amazon,'That"s a huge design flaw (unless I"m not using it correctly, which I don"t think is the case).',1,1,0,2,0,2,0,0

1107,amazon,'I love my 350 headset.. My Jabra350 bluetooth headset is great, the reception is very good and the ear piece is a comfortable fit.',4,0,0,4,0,0,0,1

1108,amazon,'The camera, although rated at an impressive 1.3 megapixels, renders images that fall well below expectations of such a relatively high resolution.',2,1,0,4,0,0,0,0

1109,amazon,I purcashed this for the car charger and it does not work.,1,0,0,1,0,1,0,0

1110,amazon,'Sound quality on both end is excellent, I use headset to call my wife and ask my wife to use headset to call me !2.',1,0,0,3,1,0,0,1

1111,amazon,This phone is slim and light and the display is beautiful.,1,0,0,1,0,0,0,1

1112,amazon,its a little geeky but i think thats its sex on toast and it rocks and oozes sex right down to its battery embedded sleek stylish leather case.,4,0,1,1,0,0,0,1

1113,amazon,'Great product, fast shipping!.',2,0,0,3,1,0,0,1

1114,amazon,Absolutely great.,1,0,0,1,0,0,0,1

1115,amazon,The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.,1,0,0,1,0,0,0,1

1116,amazon,i got this phone around the end of may and i"m completely unhappy with it.,0,1,0,1,0,0,0,0

1117,amazon,It is very comfortable on the ear.,1,0,0,1,0,0,0,1

1118,amazon,It has been a winner for us.,1,0,0,1,0,0,0,1

1119,amazon,)Setup couldn"t have been simpler.,1,0,0,1,0,0,0,1

1120,amazon,I"ve tried several different earpieces for my cell phone and this Jabra one is the first one I"ve found that fits my ear comfortably.,1,0,0,1,0,0,0,1

1121,amazon,Could not get strong enough signal.,2,0,0,1,0,1,0,0

1122,amazon,Iam very pleased with my purchase.,1,0,0,1,0,0,0,1

1123,amazon,Bad Quality.,0,1,0,1,0,0,0,0

1124,amazon,Gets the job done.,0,0,0,1,0,0,0,1

1125,amazon,Great audio!.,1,0,0,2,1,0,0,1

1126,amazon,Basically the service was very bad.,0,1,0,1,0,0,0,0

1127,amazon,it did not work in my cell phone plug i am very up set with the charger!.,1,0,0,2,1,1,0,0

1128,amazon,'I"ve only had my bluetooth for a few weeks, but I really like it.',1,0,0,2,0,0,0,1

1129,amazon,The BT headset was such a disapoinment.,0,0,0,1,0,0,0,0

1130,amazon,It is so small and you don"t even realize that it is there after a while of getting used to it.,0,0,0,1,0,1,0,1

1131,amazon,The accompanied software is almost brilliant.,1,0,0,1,0,0,0,1

1132,amazon,Headset works great & was packaged nicely to avoid any damage.,3,2,0,1,0,0,0,1

1133,amazon,!I definitly recommend!!,1,0,0,3,3,0,0,1

1134,amazon,Buyer--Be Very Careful!!!!!.,0,0,0,6,5,0,0,0

1135,amazon,The majority of the Logitech earbud headsets failed.,0,1,0,1,0,0,0,0

1136,amazon,Very good stuff for the price.,1,0,0,1,0,0,0,1

1137,amazon,My headset works just peachy-keen.,1,0,0,1,0,0,0,1

1138,amazon,In my house I was getting dropped coverage upstairs and no coverage in my basement.,0,0,0,1,0,1,0,0

1139,amazon,Voice recognition is tremendous!,0,0,0,1,1,0,0,1

1140,amazon,What a waste.,0,1,0,1,0,0,0,0

1141,amazon,'During several different 2 minute calls, I experienced 5 drops and it was in an area that had 5 bars.',0,0,0,2,0,0,0,0

1142,amazon,I was not happy with this item.,1,0,0,1,0,1,0,0

1143,amazon,very disappointed.,0,1,0,1,0,0,0,0

1144,amazon,The phone takes FOREVER to charge like 2 to 5 hours literally.,1,0,0,1,0,0,0,0

1145,amazon,I got this phone on reccomendation from a relative and I"m glad I did.,1,0,0,1,0,0,0,1

1146,amazon,What a waste of time!,0,1,0,1,1,0,0,0

1147,amazon,Its reception is very very poor.,0,1,0,1,0,0,0,0

1148,amazon,Items stated as included from the description ARE NOT INCLUDED.,0,0,0,1,0,1,0,0

1149,amazon,'After 3 months, screen just went black all of a sudden.',0,0,0,2,0,0,0,0

1150,amazon,I Was Hoping for More.,0,0,0,1,0,0,0,0

1151,amazon,'Audio Quality is poor, very poor.',0,2,0,2,0,0,0,0

1152,amazon,I had absolutely no problem with this headset linking to my 8530 Blackberry Curve!,0,1,0,1,1,1,0,1

1153,amazon,'I know that sounds funny, but to me it seemed like sketchy technology that wouldn"t work well.Well, this one works great.',4,2,0,4,0,0,0,1

1154,amazon,I"ve bought $5 wired headphones that sound better than these.,1,0,0,1,0,0,0,0

1155,amazon,This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used.,2,0,0,1,0,0,0,1

1156,amazon,'Nice quality build, unlike some cheap s*** out there.',1,1,0,2,0,0,0,1

1157,amazon,This item is fantastic and works perfectly!,3,0,0,1,1,0,0,1

1158,amazon,And I just love the colors!,1,0,0,1,1,0,0,1

1159,amazon,W810i is just SUPERB.,1,0,0,1,0,0,0,1

1160,amazon,'All I can do is whine on the Internet, so here it goes.The more I use the thing the less I like it.',1,1,0,3,0,0,0,0

1161,amazon,Great charger.,1,0,0,1,0,0,0,1

1162,amazon,This is essentially a communications tool that does not communicate.,0,0,0,1,0,1,0,0

1163,amazon,Works like a charm; it work the same as the one I got with the phone.,3,0,0,1,0,0,0,1

1164,amazon,'I still maintain that monkeys shouldn"t make headphones, we just obviously don"t share enough DNA to copy the design over to humans.',1,0,0,2,0,2,0,0

1165,amazon,Great Value.,1,0,0,1,0,0,0,1

1166,amazon,Doesn"t work at all.. I bougth it for my L7c and its not working.,1,0,0,3,0,2,0,0

1167,amazon,'The look of it is very sharp and the screen is nice and clear, with great graphics.',4,0,0,2,0,0,0,1

1168,amazon,doesn"t last long.,0,0,0,1,0,1,0,0

1169,amazon,One thing I hate is the mode set button at the side.,0,1,0,1,0,0,0,0

1170,amazon,EXCELLENT SERVICE!!!!!!!!.,1,0,0,9,8,0,0,1

1171,amazon,Thank you for wasting my money.,1,1,0,1,0,0,0,0

1172,amazon,How can that be?The audio quality is poor.,0,1,0,2,0,0,0,0

1173,amazon,The iGo chargers and tips are really great.,1,0,0,1,0,0,0,1

1174,amazon,The file browser offers all the options that one needs.Handsfree is great.,1,0,0,2,0,0,0,1

1175,amazon,Superb Phone on a Great Network.,2,0,0,1,0,0,0,1

1176,amazon,'I connected my wife"s bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case.',3,0,0,2,0,0,0,1

1177,amazon,'I put the latest OS on it (v1.15g), and it now likes to slow to a crawl and lock up every once in a while.',1,1,0,3,0,0,0,0

1178,amazon,It only recognizes the Phone as its storage device.,0,0,0,1,0,0,0,0

1179,amazon,'If you like a loud buzzing to override all your conversations, then this phone is for you!',1,2,0,2,1,0,0,0

1180,amazon,Don"t buy this product.,0,0,0,1,0,1,0,0

1181,amazon,I"ve had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear.,1,0,0,1,0,1,0,0

1182,amazon,The sound quality is good and functionality is awesome.,2,0,0,1,0,0,0,1

1183,amazon,'I have this phone and it is a thorn in my side, I really abhor it.',0,0,0,2,0,0,0,0

1184,amazon,I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.,0,1,0,1,0,1,0,0

1185,amazon,Incredible!.,1,0,0,2,1,0,0,1

1186,amazon,Design Flaw?.,0,1,0,2,0,0,0,0

1187,amazon,Great phone!.,1,0,0,2,1,0,0,1

1188,amazon,Waste of 13 bucks.,0,1,0,1,0,0,0,0

1189,amazon,'But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I"m lost.',0,1,0,3,0,0,0,0

1190,amazon,The replacement died in a few weeks.,0,1,0,1,0,0,0,0

1191,amazon,Any ring tone..Overall good phone to buy..,1,0,0,4,0,0,0,1

1192,amazon,Lately they have been extremely nice and helpful on the phone.,2,0,0,1,0,0,0,1

1193,amazon,I have had problems wit hit dropping signal and more.,0,1,0,1,0,0,0,0

1194,amazon,Not impressed.,1,0,0,1,0,1,0,0

1195,amazon,'Light weight, I hardly notice it is there.',0,0,0,2,0,0,0,1

1196,amazon,You"ll love how thin it is.,1,0,0,1,0,0,0,1

1197,amazon,Bad Choice.,0,1,0,1,0,0,0,0

1198,amazon,The pleather case doesn"t fit.,0,0,0,1,0,1,0,0

1199,amazon,'useless phone, simply deaf.',0,2,0,2,0,0,0,0

1200,amazon,'The color is even prettier than I thought it would be, and the graphics are incredibly sharp.',2,0,0,2,0,0,0,1

1201,amazon,All in all I think it was a good investment.,1,0,0,1,0,0,0,1

1202,amazon,It makes very strange ticking noises before it ends the call.,0,2,0,1,0,0,0,0

1203,amazon,The best electronics of the available FM Transmitters.,2,0,0,1,0,0,0,1

1204,amazon,Battery lasts only a few hours.,0,0,0,1,0,0,0,0

1205,amazon,'great headset, very impressed - H500.',2,0,0,2,0,0,0,1

1206,amazon,'The "1.2" mega pixel camera, being a part of a phone, is reasonably good7.',1,0,0,4,0,0,0,1

1207,amazon,I"ve had this for nearly 2 years and it has worked great for me.,2,0,0,1,0,0,0,1

1208,amazon,Good transmit audio.,1,0,0,1,0,0,0,1

1209,amazon,We are sending it back.,0,0,0,1,0,0,0,0

1210,amazon,I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.,0,1,0,1,0,2,0,0

1211,amazon,'If you hate earbugs, avoid this phone by all means.',0,2,0,2,0,0,0,0

1212,amazon,Great price also!,1,0,0,1,1,0,0,1

1213,amazon,'The range is very decent, I"ve been able to roam around my house with the phone in the living room with no reception/sound quality issues.',1,1,0,2,0,1,0,1

1214,amazon,fast service.,1,0,0,1,0,0,0,1

1215,amazon,I would highly recommend this.,1,0,0,1,0,0,0,1

1216,amazon,I would recommend this.,1,0,0,1,0,0,0,1

1217,amazon,'I also didn"t like the "on" button, it felt like it would crack with use.',2,1,0,2,0,1,0,0

1218,amazon,WORST PHONE EVER.,0,1,0,1,0,0,0,0

1219,amazon,I"m still infatuated with this phone.,0,0,0,1,0,0,0,1

1220,amazon,Freezes frequently4.,0,1,0,1,0,0,0,0

1221,amazon,It"s kind of embarrassing to use because of how it looks and mostly it"s embarrassing how child-like the company is.,0,2,0,1,0,0,0,0

1222,amazon,'Simple, lightweight and great fit.',1,0,0,2,0,0,0,1

1223,amazon,'All in all, I"d expected a better consumer experience from Motorola.',1,0,0,2,0,0,0,0

1224,amazon,There"s a horrible tick sound in the background on all my calls that I have never experienced before.,0,1,0,1,0,1,0,0

1225,amazon,These are certainly very comfortable and functionality is decent.,2,0,0,1,0,0,0,1

1226,amazon,I usually don"t like headbands but this one is very lightweight & doesn"t mess up my hair.,1,1,0,1,0,2,0,1

1227,amazon,I"m a bit disappointed.,0,1,0,1,0,0,0,0

1228,amazon,'I have had this phone for over a year now, and I will tell you, its not that great.',1,0,0,3,0,1,0,0

1229,amazon,I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).,1,0,0,1,0,0,0,0

1230,amazon,The battery is completely useless to me.,0,1,0,1,0,0,0,0

1231,amazon,What a big waste of time.,0,1,0,1,0,0,0,0

1232,amazon,Don"t waste your $$$ on this one.,0,1,0,1,0,1,0,0

1233,amazon,Great sound and service.,1,0,0,1,0,0,0,1

1234,amazon,Really pleased with this product so far.,1,0,0,1,0,0,0,1

1235,amazon,One of my favorite purchases ever.,1,0,0,1,0,0,0,1

1236,amazon,best bluetooth on the market.,1,0,0,1,0,0,0,1

1237,amazon,Authentic leather with nice shine and comfort .I recommend you this case !!,5,0,0,3,2,0,0,1

1238,amazon,I was very excited to get this headset because I thought it was really cute.,2,0,0,1,0,0,0,1

1239,amazon,Do not make the same mistake as me.,0,1,0,1,0,1,0,0

1240,amazon,Big Disappointment with calendar sync.,0,1,0,1,0,0,0,0

1241,amazon,the phone was unusable and was not new.,0,1,0,1,0,1,0,0

1242,amazon,Worst Customer Service Ever.,0,1,0,1,0,0,0,0

1243,amazon,'No additional ear gels provided, and no instructions whatsoever.',0,0,0,2,0,2,0,0

1244,amazon,It defeats the purpose of a bluetooth headset.,1,0,0,1,0,0,0,0

1245,amazon,Worth every penny.,1,0,0,1,0,0,0,1

1246,amazon,Excellent wallet type phone case.,1,0,0,1,0,0,0,1

1247,amazon,Nice headphones for the price and they work great!,3,0,0,1,1,0,0,1

1248,amazon,Internet is excrutiatingly slow.,0,1,0,1,0,0,0,0

1249,amazon,'It is very comfortable to wear as well, which is probably the most important aspect about using a case.',3,0,0,2,0,0,0,1
